id,createdBy,quote,createdDate,game
863,SuperPenguinTV,"You don't get sticky - SPTV","2022-07-09 15:06:59.152000","Star Citizen"
864,ArtAndSoul7,"Who’s gonna do me now? -Penguin","2022-07-09 20:54:11.333000","Star Citizen"
865,ArtAndSoul7,"I got lucky! -Nick","2022-07-09 21:00:29.475000","Star Citizen"
866,Super_Waffle_Bot,"Yeah Yeah, You are welcome to join! SageWiZe is not playing with us! - SuperPenguinTV","2022-01-14 00:00:00.000000","Star Citizen"
867,ArtAndSoul7,"He just wants to see you with your pants off! -Nick","2022-07-09 21:03:30.867000","Star Citizen"
868,Super_Waffle_Bot,"Stop Drugging Me Bitch! Ghostcomm running away saying Oh Wrong setting on his Epi pen. - SuperPenguinTV","2021-12-18 00:00:00.000000","Star Citizen"
869,ArtAndSoul7,"I want to see you with your pants off! -Nick","2022-07-09 21:05:20.685000","Star Citizen"
87,Super_Waffle_Bot,"Ghostcomm how long? - SuperPenguinTV In inches? nmm - Ghostcomm - SuperPenguinTV ","2022-01-08 00:00:00.000000","Star Citizen"
870,SageWiZe,"I just got a bad spider on my finger, Damn it! - ArtAndSoul7","2022-07-09 21:16:33.041000","Star Citizen"
871,Kstvl,"Can we put a hot dog up there?!? SuperPenginTV - Star Citizen","2022-07-15 21:51:18.190000","Star Citizen"
872,SageWiZe,"If He pulls it out! He is our hero! - beercoreTV","2022-07-24 01:57:11.956000","Star Citizen"
873,Super_Waffle_Bot,"Go Grab Your Hotdog and Stretch Your Legs! - SuperPenguinTV ","2022-01-15 00:00:00.000000","Star Citizen"
874,SageWiZe,"Go Buy Clothes Or Come Naked! - SuperPenguinTV","2022-07-24 02:44:34.359000","Star Citizen"
875,Super_Waffle_Bot,"strannex is old, old to the channel -penguin ","2022-01-07 00:00:00.000000","Star Citizen"
876,SageWiZe,"Because they would sit around all day making Dildos! - artandsoul7","2022-07-28 18:54:07.686000","Star Citizen"
877,ArtAndSoul7,"I feel like a ho right now! -Beercore That's okay! -Penguin","2022-07-28 22:40:01.720000","Star Citizen"
878,SageWiZe,"Do it! I'm going to sleep for realll! - ArtAndSoul7","2022-07-29 01:15:47.482000","Star Citizen"
879,SageWiZe,"I am going to go Fuck Myself! - resistant_gaming If you are going to go Fuck yourself don't forget to get your cactus! - SuperPenguinTV I got plenty of those - resistant_gaming Or missgamerfan will come for a visit! - resistant_gaming","2022-01-22 00:51:10.553000","Star Citizen"
88,missgamerfan,"and we've been in Ghosst and Penguin talking about last night lol -Art&Soul7","2022-01-22 19:05:47.047000","Star Citizen"
880,Super_Waffle_Bot,"See how big my hand is ? I will put my hand up to her! Do you have a perspective now? - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
881,SageWiZe,"I am not really here! - ArtAndSoul7","2022-07-29 01:17:08.990000","Star Citizen"
882,ArtAndSoul7,"I got excited! -Penguin A little too excited, I’d say! -Beercore","2022-07-29 01:27:24.929000","Star Citizen"
883,SageWiZe,"You got it Kage Wise! - SuperPenguinTV","2022-07-29 03:53:50.158000","Star Citizen"
884,SageWiZe,"Dude if you quote me I will find you! - beercoreTV","2022-07-29 04:27:03.592000","Star Citizen"
885,Super_Waffle_Bot,"Holy Shit This Thing Is Huge! - Resistant-gaming ","2022-01-15 00:00:00.000000","Star Citizen"
886,SageWiZe,"Dude Invite me! - @beercoreTV You are already in the party there is nothing to invite you to! - SuperPenguinTV","2022-07-29 05:19:50.191000","Star Citizen"
887,SageWiZe,"This thing looks so much bigger in person! - kagewins","2022-07-29 05:47:53.671000","Star Citizen"
888,SageWiZe,"Your ship got impounded! - superpenguintv Impounded?","2022-07-29 08:06:16.908000","Star Citizen"
889,Super_Waffle_Bot,"Let's take the penis mobile! - SuperPenguinTV ","2022-01-07 00:00:00.000000","Star Citizen"
89,SageWiZe,"I got your window open! - thornberg84","2022-01-22 19:07:15.414000","Star Citizen"
890,Super_Waffle_Bot,"it tickles! -hammer","2021-12-29 00:00:00.000000","It Takes Two"
891,ArtAndSoul7,"Do you want my cock?! I can send you a picture of my big cock. I just need to stroke it first and I’ll send it on. -Penguin","2022-07-29 08:10:56.326000","Star Citizen"
892,ArtAndSoul7,"I have not pulled it out yet! -Penguin","2022-07-29 08:22:19.001000","Star Citizen"
893,Super_Waffle_Bot,"I got to go hit the Head again! My Bladder is going straight to Dick! - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
894,SageWiZe,"Pulling a Cisco... - ArtAndSoul7","2022-07-29 23:01:48.521000","Star Citizen"
895,ArtAndSoul7,"You're cumming. You're cumming really hard. -Penguin","2022-07-29 23:02:41.246000","Star Citizen"
896,ArtAndSoul7,"You cumming doesn't matter. You could masterbate in a fucking sock and it wouldn't help! -Penguin","2022-07-29 23:21:40.353000","Star Citizen"
897,Super_Waffle_Bot,"I love big dogs! -Penguin ","2021-12-30 00:00:00.000000","Star Citizen"
898,SageWiZe,"We can show her! - beercoreTV Him ! Him ! Him! He has long hair! - SuperPenguinTV","2022-07-29 23:37:49.331000","Star Citizen"
899,SageWiZe,"You're Fine Buddy! I just Toss'em! - SuperPenguinTV","2022-07-29 23:51:24.503000","Star Citizen"
9,SageWiZe,"I'm just trying to remember where we were when we did it! - beercoreTV","2022-09-02 00:44:35.176000","Star Citizen"
90,ArtAndSoul7,"Are you in yet? -Thorn","2022-01-22 19:11:16.622000","Star Citizen"
900,SageWiZe,"OK! Who's coming Top? Who's coming Bottom? I can't shoot! - SuperPenguinTV","2022-07-29 23:53:10.377000","Star Citizen"
901,SageWiZe,"This is Star Citizen Folks! Where at times it will shove a cactus with the longest barbs up your ass! - SuperPenguinTV","2022-01-22 00:53:16.563000","Star Citizen"
902,SageWiZe,"When does the mission Start? - CiscoPRTV When you get a dick! - SuperPenguinTV","2022-07-30 00:04:51.885000","Star Citizen"
903,SageWiZe,"He gets hard when he sees them all shoot at one time! - CiscoPRTV","2022-07-30 00:10:40.443000","Star Citizen"
904,Super_Waffle_Bot,"Get your head out from between my legs! You are not my wife! - SuperPenguinTV ","2022-01-07 00:00:00.000000","Star Citizen"
905,SageWiZe,"SuperPenguinTV I think I'm getting OFF! - penman000","2022-07-30 00:12:30.423000","Star Citizen"
906,Super_Waffle_Bot,"Oh What! I came back at the wrong time! What is anal phisting ? There is no way that will fit! - - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
907,SageWiZe,"I'm always with you KageWins! - beercoreTV","2022-07-30 00:14:53.301000","Star Citizen"
908,SageWiZe,"My Rockets Are Full Jets Right Now! - beercoreTV","2022-07-30 00:22:28.789000","Star Citizen"
909,Super_Waffle_Bot,"I love the random thrown hotdog! - SuperPenguinTV ","2022-01-15 00:00:00.000000","Star Citizen"
91,ArtAndSoul7,"My fucks to give","2022-01-19 18:58:17.821000","Star Citizen"
910,SageWiZe,"How did I die? - @SuperPenguinTV You Drove the Ship into the Planet and Killed all 5 of us! - Armrose","2022-07-30 00:24:44.514000","Star Citizen"
911,SageWiZe,"I have tried to suck my own dick! It does not work out so well! - SuperPenguinTV","2022-07-30 00:31:18.481000","Star Citizen"
912,missgamerfan,"hes going to kidspam you all -SageWise","2022-01-22 01:00:50.709000","Star Citizen"
913,SageWiZe,"Pull it up on Stream! - beercoreTV","2022-07-30 00:41:02.112000","Star Citizen"
914,ArtAndSoul7,"NickNZ’s stream is the best! I’m touching myself! -Strannex","2022-07-30 18:41:24.498000","Star Citizen"
915,SageWiZe,"Your ass does look good Roarrr! - ArtAndSoul7","2022-07-30 21:12:20.288000","Star Citizen"
916,SageWiZe,"Come On Scorpius!! - ArtAndSoul7","2022-07-30 22:02:29.430000","Star Citizen"
917,Super_Waffle_Bot,"don't hold back on us ghostcomm! -pesteh","2021-12-29 00:00:00.000000","It Takes Two"
918,Super_Waffle_Bot,"Follow the Naked Guy with the Pasties - Ghostcomm","2021-12-18 00:00:00.000000","Star Citizen"
919,Super_Waffle_Bot,"I am not going to wear it after you have had your sweaty balls in it! - TheAngryMidgetLady ","2021-12-18 00:00:00.000000","Star Citizen"
92,SageWiZe,"You just got to pretend you are staring down a Shaft! - ghostcomm","2022-01-22 19:15:22.154000","Star Citizen"
920,Super_Waffle_Bot,"Are you understanding the words coming out of my mouth? - comicstud","2022-01-07 00:00:00.000000","Star Citizen"
921,Super_Waffle_Bot,"This is the most fun I have had in 10 days. Naked Pastie Pub Crawl with @SuperPenguinTV - Thornberg84 ","2021-12-18 00:00:00.000000","Star Citizen"
922,Super_Waffle_Bot,"You're naked bro! - comicstud ","2022-01-07 00:00:00.000000","Star Citizen"
923,Super_Waffle_Bot,"i made things with my balls -ghostcomm","2022-01-15 00:00:00.000000","Star Citizen"
924,Super_Waffle_Bot,"Can you edit that real quick missSageWiZe - SuperPenguinTV","2022-01-07 00:00:00.000000","Star Citizen"
925,Super_Waffle_Bot,"Have your wife walk on it! - SuperPenguinTV","2022-01-07 00:00:00.000000","Star Citizen"
926,Super_Waffle_Bot,"One a day keeps the sausage doctor away! - SageWiZe ","2022-01-07 00:00:00.000000","Star Citizen"
927,Super_Waffle_Bot,"I get bad whiskey dick - SuperPenguinTV ","2022-01-07 00:00:00.000000","Star Citizen"
928,Super_Waffle_Bot,"damn who's that stud with the deep ass voice - kriptikone ","2022-01-07 00:00:00.000000","Star Citizen"
929,Super_Waffle_Bot,"You got the voice of someone who's stopped a horde of zombies bare handed. - kriptikone ","2022-01-07 00:00:00.000000","Star Citizen"
93,ArtAndSoul7,"Fuck those nuts! -Thornberg","2022-01-22 19:23:15.247000","Star Citizen"
930,Super_Waffle_Bot,"He sticks it down his throat and sounds like ghost - CiscoPRTV ","2022-01-07 00:00:00.000000","Star Citizen"
931,pesteh,"I'll stick stuff in it, but i won't lick it - SuperPenguinTV","2022-08-04 20:16:36.188000","Star Citizen"
932,Super_Waffle_Bot,"Karen is yelling at you as you fuck her while she is complaining about your small dick! - SuperPenguinTV ","2022-01-07 00:00:00.000000","Star Citizen"
933,SageWiZe,"He's calling me a dick xD ! - Kstvl","2022-09-04 22:40:22.584000","Star Citizen"
934,SageWiZe,"Sex on the beach? No thanks, sand gets everywhere! - QueenVik404","2022-09-03 00:14:27.762000","Star Citizen"
935,SageWiZe,"Cisco I want you to come in here right now! - resistant_gaming","2022-01-22 01:13:35.600000","Star Citizen"
936,Super_Waffle_Bot,"You can not put your whole face in there you are going to loose an eye that way! - Pamplemousse ","2022-01-15 00:00:00.000000","Star Citizen"
937,Super_Waffle_Bot,"I chew it and then swallow it - missgamerfan","2021-12-30 00:00:00.000000","Star Citizen"
938,ArtAndSoul7,"I couldn't pull out in time! -Penguin","2022-08-04 21:53:49.108000","Star Citizen"
939,SageWiZe,"I am just that good! I know when to pull out and use that choke point! - SuperPenguinTV","2022-08-05 00:32:25.761000","Star Citizen"
94,SageWiZe,"If you put a pair of grenades at the bottom of each gun, they look like big giant Dongs! - Ghostcomm","2022-01-22 19:27:06.081000","Star Citizen"
940,SageWiZe,"Oh Fuck! There is a Mountain There! - SuperPenguinTV","2022-08-05 00:46:44.869000","Star Citizen"
941,SageWiZe,"When I say 180 I mean this way not that way! No up here! OMG - SuperPenguinTV","2022-08-05 01:23:16.417000","Star Citizen"
942,SageWiZe,"Gentle Ramming is allowed! - pesteh","2022-08-05 17:35:34.253000","Star Citizen"
943,ArtAndSoul7,"I'm literally just rubbing my fingers over it like I am stroking a pussy. -Penguin","2022-08-05 20:45:49.982000","Star Citizen"
944,ArtAndSoul7,"Like Pesteh just has a cunt face accent. -Penguin","2022-08-05 21:41:46.778000","Star Citizen"
945,SageWiZe,"I just spilt beer on my right nipple and it's cold! - SuperPenguinTV","2022-08-05 21:45:01.839000","Star Citizen"
946,SageWiZe,"I should see if there is a flesh light in there! - missgamerfan","2022-01-22 01:52:32.483000","Star Citizen"
947,SageWiZe,"I just realized my zipper is down! - SuperPenguinTV","2022-08-05 21:45:36.369000","Star Citizen"
948,Super_Waffle_Bot,"I should be able to use a helmet to protect my nipples. - Ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
949,ArtAndSoul7,"I’m here to play with whoever! -Penguin","2022-08-05 22:23:43.810000","Star Citizen"
95,SageWiZe,"It will take a while for it to Drain! - ghostcomm","2022-01-22 19:31:42.753000","Star Citizen"
950,Super_Waffle_Bot,"It's designed to plow through shit! - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
951,SageWiZe,"I bend over backwards to make sure he has fun! - SuperPenguinTV","2022-08-05 22:23:54.823000","Star Citizen"
952,TheNickNZ,"You've got 15 minutes once you start sucking it up -SuperPenguinTV, Star Citizen","2022-08-06 18:48:47.382000","Star Citizen"
953,SageWiZe,"Cock pushups hahah @pesteh - ArtAndSoul7","2022-08-06 19:00:20.614000","Star Citizen"
954,SageWiZe,"Ohh Talk about one giant ass cock seed! - SuperPenguinTV","2022-08-06 19:20:11.570000","Star Citizen"
955,SageWiZe,"Yeah its major blue balls. It's like going to a strip club and not getting a lap dance. - SuperPenguinTV","2022-08-06 19:21:23.178000","Star Citizen"
956,SageWiZe,"I suck tonight! - @ArtAndSoul7","2022-08-06 19:48:11.517000","Star Citizen"
957,SageWiZe,"Step dad applications can be sent via dm through Twitch, will review and apply as necessary! - resistant_gaming","2022-01-22 01:55:34.729000","Star Citizen"
958,SuperPenguinTV,"The suckining has begun - Sagewize","2022-08-06 19:49:32.205000","Star Citizen"
959,SageWiZe,"Oh yeah SuperPenguinTV wanted me to create my own poll for whether I spit or swallow! - ArtAndSoul7","2022-08-06 19:50:45.933000","Star Citizen"
96,Super_Waffle_Bot,"I am so tired I went to the refinery - Giru","2021-12-19 00:00:00.000000","Star Citizen"
960,Super_Waffle_Bot,"Through the middle is where they like to eat us! - Ghostcomm","2022-01-15 00:00:00.000000","Star Citizen"
961,SageWiZe,"Who is getting top and bottom Obviously I am in the Middle! - @SuperPenguinTV","2022-08-06 20:06:02.103000","Star Citizen"
962,SageWiZe,"You FuckNut! - SuperPenguinTV","2022-08-06 22:58:40.552000","Star Citizen"
963,Super_Waffle_Bot,"pesteh are you a b cup? I think I am a A cup! - SuperPenguinTV Let me get naked so you can see! - pesteh ","2022-01-14 00:00:00.000000","Star Citizen"
964,SageWiZe,"Cheers ArtandSageWiZe! - SuperPenguinTV","2022-08-06 23:01:42.669000","Star Citizen"
965,SageWiZe,"You can still get up and jump on it @QueenVik404 - SuperPenguinTV","2022-08-06 23:26:27.090000","Star Citizen"
966,SageWiZe,"I would've got up and jumped on! - QueenVik404","2022-08-06 23:27:45.684000","Star Citizen"
967,SageWiZe,"We are going to go fly in this guys big giant Penis! - Drunk Guy at Port in SC","2022-08-07 00:08:42.811000","Star Citizen"
968,SageWiZe,"I work off minimal sleep, make a killer breakfast, know how to work a grill, can make all types of meals in the kitchen, love anything involving family time, can entertain all ages ;) , have a collection of power tools, have family in the medical field that can get antibiotics/medicine reliably, big enough to deter any threats :D - resistant_gaming","2022-01-22 02:22:58.551000","Star Citizen"
969,SageWiZe,"Hold your junk like it's in your trunk! Drunk guy SC space port Random Encounter with SuperPenguinTV","2022-08-07 00:11:18.539000","Star Citizen"
97,Super_Waffle_Bot,"I just got rammed in the ass - Thornberg 2022 ","2022-01-15 00:00:00.000000","Star Citizen"
970,SageWiZe,"I get middle you get the top and bottom! I am the top Fiddler - SuperPenguinTV","2022-08-07 00:13:51.402000","Star Citizen"
971,SageWiZe,"I am going to go the the restroom and drop off an extra Ship! - SuperPenguinTV","2022-08-07 00:21:24.982000","Star Citizen"
972,Super_Waffle_Bot,"The gap is huge! - Ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
973,SageWiZe,"You don't like Crust? - MeiByte","2022-08-07 00:25:25.251000","Star Citizen"
974,SageWiZe,"You have to pull off the Head! - SuperPenguinTV","2022-08-07 00:51:03.983000","Star Citizen"
975,SageWiZe,"I'm looking forward to tubing in the spicy water! - Lvl0User","2022-08-07 01:08:59.645000","Star Citizen"
976,Super_Waffle_Bot,"God I can not remember how big it is! - missgamerfan ","2022-01-14 00:00:00.000000","Star Citizen"
977,SageWiZe,"No payment needed! I Stab for Fun! - QueenVik404","2022-08-07 01:16:31.397000","Star Citizen"
978,SageWiZe,"What's up Cock Head! - SuperPenguinTV","2022-08-19 19:12:33.115000","Star Citizen"
979,Super_Waffle_Bot,"I am competing against myself because I am not sure I can make it on top of Sage - ArtAndSoul7 ","2021-12-30 00:00:00.000000","Star Citizen"
98,missgamerfan,"ill take one for the team -ghostcomm","2022-01-22 19:41:02.581000","Star Citizen"
980,SageWiZe,"Oh man i suck! - ArtAndSoul7","2022-08-19 19:59:42.758000","Star Citizen"
981,ArtAndSoul7,"Are you giving the mic a blowjob? -Penguin","2022-08-19 20:30:15.660000","Star Citizen"
982,SageWiZe,"OMG this thing is so slow to go up! - SuperPenguinTV","2022-08-20 17:48:02.121000","Star Citizen"
983,SageWiZe,"I may go get my pants on and run to the store kinda wanting ice cream! - Kstvl","2022-08-20 17:48:47.838000","Star Citizen"
984,Super_Waffle_Bot,"I'm just grabbing everything so I can poop more regularly! - Ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
985,SageWiZe,"You do realize you are naked don't you Pesteh? - SuperPenguinTV YES!- pesteh","2022-08-20 18:11:13.607000","Star Citizen"
986,SageWiZe,"GD I killed myself! SuperPenguinTV","2022-08-20 21:01:00.850000","Star Citizen"
987,SageWiZe,"Geez I suck! - ArtAndSoul7 But the question is do you swallow? - SuperPenguinTV","2022-08-23 17:30:42.820000","Star Citizen"
988,SageWiZe,"The one who has snacks is your mom! - SuperPenguinTV","2022-08-23 17:32:28.181000","Star Citizen"
